RESOLUCAO,BITRATE,QP,FPS,PSNR,SSIM,LPIPS,VMAF
27648000,134419.2,24,24,34.78375,0.8752482,,
27648000,60494.4,29,24,31.955114,0.78463364,,
27648000,33646.6,33,24,29.924438,0.6896403,,
27648000,173231.0,24,24,33.616463,0.72123593,,
27648000,63473.0,29,24,30.021246,0.6195026,,
27648000,36962.0,32,24,28.453169,0.5491656,,
27648000,89593.0,27,24,33.066517,0.6697216,,
27648000,45416.6,31,24,31.218016,0.5933543,,
27648000,31594.0,33,24,30.317057,0.54628485,,
27648000,107456.6,27,24,40.278088,0.81436783,,
27648000,54368.0,32,24,37.872334,0.7471102,,
27648000,28005.0,37,24,35.477818,0.66797894,,
27648000,26408.6,27,24,36.69773,0.68371844,,
27648000,12603.8,32,24,33.95901,0.5872747,,
27648000,8421.4,35,24,32.36224,0.5486301,,
27648000,85943.2,23,24,37.617863,0.9194162,,
27648000,36868.8,29,24,33.95861,0.8565482,,
27648000,18850.8,34,24,31.33556,0.79544485,,
27648000,43480.0,27,24,35.336956,0.88247466,,
27648000,21960.6,32,24,32.554634,0.8105461,,
27648000,17030.8,34,24,31.583221,0.8010724,,
27648000,106101.6,25,24,35.254414,0.88804245,,
27648000,45053.0,31,24,31.799969,0.8097504,,
27648000,25984.2,35,24,29.754995,0.7473279,,
27648000,103645.4,25,24,38.379036,0.68585855,,
27648000,51154.0,30,24,35.393906,0.60932934,,
27648000,29372.6,34,24,33.0698,0.54545975,,
27648000,39964.0,30,24,35.259335,0.61879957,,
27648000,22966.6,34,24,33.15928,0.55463016,,
27648000,15647.2,37,24,31.619287,0.5012815,,
27648000,49878.0,26,24,38.204216,0.6533987,,
27648000,18716.8,32,24,34.827713,0.5673018,,
27648000,10528.6,36,24,32.737938,0.51422477,,
27648000,48480.0,28,24,37.006187,0.6544136,,
27648000,22117.6,33,24,34.216232,0.5836002,,
27648000,12074.0,37,24,32.15886,0.50292325,,
27648000,37073.2,31,24,35.17382,0.6513013,,
27648000,19767.6,36,24,32.432274,0.57051885,,
27648000,13863.2,39,24,30.932072,0.5258424,,
27648000,78450.0,23,24,39.293694,0.7958914,,
27648000,35976.8,29,24,36.164734,0.7154706,,
27648000,24690.0,32,24,34.590202,0.6462889,,
27648000,36836.6,21,24,41.228565,0.7146916,,
27648000,14466.0,27,24,38.086792,0.6427372,,
27648000,7404.4,32,24,35.473648,0.5763589,,
27648000,43623.4,25,24,39.231148,0.7568601,,
27648000,20971.0,31,24,36.074955,0.6629897,,
27648000,11742.4,36,24,33.513283,0.58781123,,
27648000,84544.4,22,24,38.434456,0.8244171,,
27648000,51369.0,25,24,36.757004,0.77704704,,
27648000,30681.6,28,24,35.01548,0.714391,,
27648000,52553.6,28,24,36.273384,0.75249064,,
27648000,28558.2,33,24,33.49032,0.63303936,,
27648000,22593.0,35,24,32.400784,0.6084465,,
27648000,73529.6,26,24,36.137753,0.7636625,,
27648000,39696.8,30,24,33.906113,0.68202657,,
27648000,25472.2,33,24,32.23497,0.6203545,,
27648000,53979.8,24,24,37.707447,0.7918203,,
27648000,30192.4,28,24,35.61153,0.7356482,,
27648000,18272.8,32,24,33.714718,0.6698338,,
27648000,98658.0,25,24,34.928875,0.86938894,,
27648000,41951.2,30,24,31.873789,0.7804745,,
27648000,26032.2,33,24,30.115267,0.71737844,,
27648000,99166.6,23,24,38.32517,0.81749076,,
27648000,43467.4,29,24,34.99095,0.72050285,,
27648000,25696.2,33,24,33.000385,0.6615907,,
27648000,113981.0,28,24,33.362785,0.8275897,,
27648000,58643.4,33,24,30.704998,0.7360603,,
27648000,35807.4,37,24,28.900885,0.6551047,,
27648000,173827.8,29,24,32.91603,0.82335293,,
27648000,107854.6,32,24,31.218235,0.7733438,,
27648000,55793.4,36,24,29.120058,0.6978844,,
27648000,57972.0,27,24,35.378567,0.81877446,,
27648000,30639.6,32,24,32.79383,0.73918986,,
27648000,21450.0,35,24,31.324587,0.69856745,,
27648000,49490.2,27,24,34.9702,0.8129689,,
27648000,27876.8,31,24,32.848854,0.7564596,,
27648000,16298.6,35,24,30.80036,0.6845574,,
27648000,56350.2,33,24,31.304565,0.76494217,,
27648000,31456.8,37,24,29.39437,0.7074891,,
27648000,20296.0,40,24,27.856733,0.63691276,,
27648000,208435.0,24,24,35.754257,0.8984632,,
27648000,74531.2,31,24,31.599398,0.79703075,,
27648000,46236.6,34,24,30.063484,0.72885096,,
27648000,142516.0,26,24,35.602425,0.8727553,,
27648000,65812.4,32,24,32.306023,0.76280683,,
27648000,44952.2,35,24,30.767033,0.7232503,,
27648000,60842.0,29,24,33.98666,0.8737012,,
27648000,34663.8,34,24,31.510721,0.81232834,,
27648000,25593.4,37,24,29.9931,0.7686331,,
27648000,86424.4,28,24,33.599503,0.8797434,,
27648000,41561.6,33,24,30.795477,0.81323326,,
27648000,27375.2,36,24,29.184473,0.75642806,,
27648000,38940.6,32,24,33.60241,0.7742812,,
27648000,22888.8,36,24,31.530298,0.7372367,,
27648000,17821.6,38,24,30.614367,0.6950502,,
27648000,38752.2,28,24,35.245296,0.82713884,,
27648000,26670.8,31,24,33.76283,0.7832906,,
27648000,16639.8,35,24,31.766834,0.72952473,,
27648000,36906.2,22,24,41.02833,0.8555005,,
27648000,14925.6,29,24,37.64471,0.7922422,,
27648000,9172.8,34,24,35.58945,0.7446344,,
27648000,57945.8,24,24,38.689598,0.83580846,,
27648000,27210.0,30,24,35.70386,0.77723897,,
27648000,17113.0,34,24,33.77116,0.7273181,,
27648000,78465.2,26,24,37.58186,0.69214404,,
27648000,35436.2,32,24,34.458603,0.5652677,,
27648000,23580.0,35,24,32.929394,0.51115495,,
27648000,62103.6,26,24,38.146816,0.72093695,,
27648000,34192.2,31,24,35.790554,0.6675625,,
27648000,21929.0,35,24,33.92,0.6061913,,
27648000,39587.8,27,24,35.843277,0.8306169,,
27648000,18501.0,33,24,32.60939,0.7568741,,
27648000,13081.8,36,24,31.063143,0.7295658,,
27648000,29328.0,27,24,37.417484,0.8242929,,
27648000,16017.6,32,24,34.96133,0.7690634,,
27648000,11800.4,35,24,33.512768,0.7297415,,
27648000,44047.6,31,24,33.623486,0.7622346,,
27648000,23785.4,36,24,31.065413,0.6721337,,
27648000,17114.0,39,24,29.825174,0.64485687,,
27648000,27272.6,31,24,36.19614,0.74128467,,
27648000,19921.0,34,24,34.790897,0.719372,,
27648000,16388.4,36,24,33.69729,0.68912244,,
27648000,71414.6,23,24,39.71557,0.8159763,,
27648000,34764.8,29,24,36.728386,0.76904196,,
27648000,25198.4,32,24,35.338814,0.7291486,,
27648000,82290.8,20,24,40.535423,0.8709497,,
27648000,27522.0,28,24,36.59169,0.8095766,,
27648000,16063.0,33,24,34.263744,0.75674224,,
77760000,376281.2,20,30,40.12886,0.8196219,,
77760000,168650.8,26,30,37.20343,0.75966674,,
77760000,91573.4,31,30,34.909863,0.69561887,,
77760000,210329.6,25,30,38.405396,0.7487901,,
77760000,91772.6,32,30,34.964752,0.66137755,,
77760000,66185.8,35,30,33.449352,0.61640155,,
77760000,114117.6,29,30,37.20105,0.7085603,,
77760000,74432.0,33,30,35.23678,0.66260356,,
77760000,60462.4,35,30,34.240597,0.63305277,,
77760000,60517.4,28,30,34.69347,0.7077671,,
77760000,38517.6,31,30,33.028797,0.6657994,,
77760000,29063.0,33,30,31.85269,0.62808245,,
77760000,181114.4,30,30,33.371277,0.5297264,,
77760000,104225.0,34,30,31.5316,0.43342713,,
77760000,79700.8,36,30,30.605677,0.38725862,,
77760000,237752.2,30,30,30.617481,0.76362985,,
77760000,112679.0,35,30,27.975859,0.6535743,,
77760000,74454.8,38,30,26.508112,0.5781355,,
77760000,188974.2,31,30,35.037655,0.70040345,,
77760000,118836.6,35,30,33.041607,0.63118905,,
77760000,95171.6,37,30,32.059708,0.59494233,,
77760000,203556.2,25,30,35.95338,0.6438211,,
77760000,83015.0,31,30,32.585396,0.5720829,,
77760000,50253.0,34,30,30.920235,0.52463883,,
77760000,158555.2,28,30,37.41477,0.7088014,,
77760000,104150.2,32,30,35.493088,0.6513765,,
77760000,69531.4,36,30,33.44674,0.58793396,,
77760000,158588.0,23,30,37.679535,0.69832665,,
77760000,62358.0,29,30,34.671284,0.61111504,,
77760000,38239.6,33,30,32.791687,0.5405545,,
77760000,152812.4,33,30,33.087524,0.27320427,,
77760000,55513.2,37,30,31.443138,0.20969668,,
77760000,28457.2,40,30,30.477633,0.17842367,,
77760000,764578.2,27,30,31.64102,0.83460045,,
77760000,310949.2,33,30,27.795378,0.73584646,,
77760000,158053.6,37,30,25.481728,0.6391746,,
77760000,274110.6,28,30,33.065086,0.76285714,,
77760000,136691.2,33,30,30.281921,0.65024036,,
77760000,91569.2,36,30,28.698187,0.56822735,,
77760000,246497.2,33,30,32.397545,0.82263064,,
77760000,146880.8,37,30,30.040422,0.75237936,,
77760000,112723.0,39,30,28.869993,0.7066059,,
77760000,486799.8,30,30,31.766207,0.6625885,,
77760000,297214.8,34,30,29.608015,0.6356227,,
77760000,211485.6,37,30,27.925293,0.61107206,,
77760000,82261.2,30,30,33.35052,0.77423656,,
77760000,43560.4,36,30,30.193281,0.67405,,
77760000,34041.2,39,30,28.775364,0.6148666,,
77760000,206044.0,28,30,37.427265,0.7357558,,
77760000,127548.0,32,30,35.247932,0.6752902,,
77760000,91201.2,35,30,33.60877,0.6259779,,
77760000,407205.6,29,30,31.386257,0.82779574,,
77760000,233309.2,33,30,29.225456,0.7583359,,
77760000,175974.2,35,30,28.20016,0.7174057,,
77760000,116582.6,28,30,34.45912,0.7514495,,
77760000,52500.2,33,30,31.94172,0.66327983,,
77760000,39103.2,35,30,30.947905,0.6187321,,
77760000,16903.2,32,30,42.353664,0.63714,,
77760000,7588.4,39,30,37.746593,0.487523,,
77760000,5448.2,42,30,35.642498,0.44209644,,
77760000,36848.6,32,30,35.592396,0.20165174,,
77760000,19170.0,38,30,32.561638,0.17799239,,
77760000,14385.2,41,30,31.068733,0.1624238,,
77760000,105143.2,27,30,36.645035,0.47988814,,
77760000,54284.8,32,30,34.350853,0.43351063,,
77760000,43342.6,34,30,33.483116,0.41256323,,
77760000,108798.4,22,30,39.945606,0.6807738,,
77760000,40434.0,30,30,36.537296,0.5694052,,
77760000,28358.8,33,30,35.02808,0.52088267,,
77760000,164773.6,25,30,39.37929,0.5243671,,
77760000,83750.2,30,30,37.016525,0.4452589,,
77760000,50346.8,34,30,35.20452,0.3734372,,
77760000,304778.4,21,30,41.54695,0.49419138,,
77760000,106412.8,30,30,37.78739,0.41832224,,
77760000,61242.0,35,30,35.333847,0.36748338,,
77760000,85349.4,26,30,38.426327,0.46421316,,
77760000,45773.6,31,30,36.513306,0.40331122,,
77760000,29049.8,35,30,34.950214,0.35021403,,
77760000,173879.2,26,30,33.0653,0.7463232,,
77760000,80255.4,31,30,30.871094,0.65670305,,
77760000,45546.8,35,30,29.231695,0.5639913,,
77760000,73850.8,30,30,31.139193,0.67379785,,
77760000,42683.0,34,30,29.35225,0.56193143,,
77760000,33169.6,36,30,28.453176,0.49981624,,
77760000,152712.2,25,30,34.641197,0.7261465,,
77760000,60254.4,31,30,31.9419,0.616128,,
77760000,45230.0,33,30,31.060183,0.57355696,,
77760000,55490.8,28,30,38.721752,0.7028431,,
77760000,32209.6,33,30,36.359608,0.6530602,,
77760000,26275.0,35,30,35.39045,0.6259888,,
77760000,93729.8,24,30,40.855682,0.7257551,,
77760000,65064.4,27,30,39.43803,0.7015545,,
77760000,42263.2,31,30,37.670532,0.6705,,
77760000,34909.4,25,30,38.35265,0.5056604,,
77760000,17389.4,30,30,36.150703,0.4470756,,
77760000,10430.8,34,30,34.952694,0.4035257,,
77760000,137871.4,27,30,35.920647,0.5508698,,
77760000,71018.0,32,30,33.7317,0.50239986,,
77760000,49589.8,35,30,32.384174,0.4723382,,
77760000,60998.0,25,30,37.32517,0.6961176,,
77760000,37386.4,29,30,35.50069,0.6518223,,
77760000,26763.8,32,30,34.245476,0.61653745,,
77760000,155407.2,23,30,39.092075,0.7262688,,
77760000,75552.8,29,30,36.241093,0.6625628,,
77760000,53898.0,32,30,34.83683,0.6230465,,
77760000,37318.6,25,30,38.709354,0.34722102,,
77760000,20242.8,30,30,37.289516,0.30099386,,
77760000,14475.6,33,30,36.183575,0.27147675,,
77760000,37156.6,22,30,40.707664,0.40816465,,
77760000,17778.2,27,30,39.287853,0.36776403,,
77760000,13669.6,29,30,38.63521,0.350143,,
77760000,43807.2,23,30,39.914738,0.49443674,,
77760000,20770.4,29,30,37.59878,0.44458902,,
77760000,14825.4,32,30,36.40308,0.41635102,,
77760000,62023.4,18,30,41.62007,0.47209147,,
77760000,21966.2,23,30,40.723667,0.430613,,
77760000,13159.8,27,30,39.3549,0.39335436,,
77760000,51790.0,20,30,40.81584,0.38583425,,
77760000,17795.2,27,30,39.004498,0.34375906,,
77760000,10939.0,31,30,37.705055,0.31315497,,
77760000,402191.0,14,30,42.398254,0.5017941,,
77760000,52810.8,24,30,40.128815,0.41124207,,
77760000,28113.8,29,30,38.575657,0.3712529,,
77760000,42864.0,19,30,43.5438,0.13734172,,
77760000,11647.0,26,30,39.045914,0.10073655,,
77760000,7494.2,30,30,38.798126,0.091452144,,
77760000,44652.2,19,30,43.376705,0.14140373,,
77760000,12899.8,25,30,42.62805,0.11891795,,
77760000,7428.2,30,30,41.52701,0.102060825,,
77760000,322977.0,14,30,44.34518,0.20380501,,
77760000,52278.2,21,30,43.068928,0.14279008,,
77760000,22777.4,27,30,41.83273,0.12036584,,
77760000,49408.8,22,30,43.08757,0.14947408,,
77760000,25557.0,27,30,41.880096,0.13193986,,
77760000,18233.8,30,30,41.32117,0.123388655,,
77760000,53037.6,22,30,42.956112,0.1550641,,
77760000,27748.4,27,30,41.777473,0.13687333,,
77760000,17838.0,31,30,40.680363,0.12646797,,
77760000,22861.6,24,30,42.681,0.13019107,,
77760000,12060.6,29,30,41.390804,0.11196149,,
77760000,7294.0,34,30,39.905594,0.0975103,,
77760000,27094.8,26,30,42.192394,0.1269037,,
77760000,21326.8,28,30,41.668365,0.12055946,,
77760000,14202.0,32,30,40.504547,0.107417,,
77760000,21144.0,27,30,42.270683,0.12125066,,
77760000,15284.0,30,30,41.603855,0.1133696,,
77760000,11436.2,33,30,40.347546,0.10151904,,
77760000,92424.6,24,30,41.576935,0.19290811,,
77760000,57388.2,28,30,40.58872,0.1723671,,
77760000,45394.8,30,30,40.065086,0.16551566,,
77760000,32790.6,26,30,41.13927,0.16593358,,
77760000,22754.4,29,30,40.409603,0.1535326,,
77760000,18270.0,31,30,39.886147,0.14595875,,
77760000,73145.4,25,30,41.00011,0.21189962,,
77760000,40270.8,30,30,39.493877,0.18856873,,
77760000,31893.2,32,30,38.621876,0.17628428,,
77760000,81000.6,23,30,41.86985,0.1870074,,
77760000,34863.4,30,30,40.262512,0.15421075,,
77760000,21893.0,34,30,38.691833,0.13610382,,
77760000,75057.0,24,30,41.80324,0.16695184,,
77760000,37529.6,30,30,30.825233,0.10402679,,
77760000,23935.2,34,30,30.693249,0.09511408,,
77760000,67070.4,24,30,41.781326,0.1650855,,
77760000,33341.8,30,30,40.42107,0.14085947,,
77760000,21299.8,34,30,38.979557,0.12327756,,
77760000,235800.4,25,30,34.98998,0.7194707,,
77760000,111293.2,30,30,32.475475,0.64682406,,
77760000,73811.6,33,30,30.915895,0.5886291,,
77760000,74932.2,27,30,38.27216,0.41391814,,
77760000,32592.2,33,30,35.406155,0.34396896,,
77760000,22630.2,36,30,33.99717,0.30608222,,
77760000,246028.4,29,30,34.346245,0.5811804,,
77760000,116185.0,34,30,31.947748,0.50125176,,
77760000,65616.4,38,30,29.939964,0.42989674,,
77760000,204377.8,30,30,34.58169,0.5664084,,
77760000,123603.4,34,30,32.675346,0.4989378,,
77760000,88658.8,37,30,31.3529,0.45124602,,
77760000,293907.2,27,30,36.102497,0.56164587,,
77760000,195281.4,30,30,34.6943,0.5163397,,
77760000,113758.0,34,30,32.757755,0.45174122,,
77760000,488802.0,25,30,37.91716,0.60730183,,
77760000,204235.4,32,30,34.28722,0.5221373,,
77760000,125154.6,36,30,32.29452,0.4669291,,
77760000,186832.2,28,30,35.487247,0.5235653,,
77760000,90357.4,33,30,32.98453,0.46114197,,
77760000,68899.4,35,30,32.11983,0.43121934,,
77760000,315317.8,26,30,36.784504,0.5706286,,
77760000,160672.4,31,30,34.331154,0.49458608,,
77760000,106400.2,34,30,32.907936,0.4434731,,
77760000,164519.4,28,30,36.541935,0.5282551,,
77760000,97115.6,32,30,34.62586,0.4746672,,
77760000,85724.4,33,30,34.10768,0.4656255,,
77760000,281076.8,28,30,34.228374,0.6762284,,
77760000,136623.0,33,30,31.5772,0.5796598,,
77760000,88039.0,36,30,30.081636,0.5139555,,
77760000,434379.4,26,30,36.53987,0.70582515,,
77760000,269474.0,30,30,34.55867,0.6452205,,
77760000,162973.6,34,30,32.495476,0.56972736,,
77760000,112607.2,28,30,33.16532,0.7378563,,
77760000,69699.8,32,30,30.870522,0.6686353,,
77760000,48524.6,35,30,29.282877,0.60483706,,
77760000,247156.0,28,30,35.620792,0.6425859,,
77760000,115825.0,35,30,32.136307,0.5267322,,
77760000,84958.0,38,30,30.6556,0.47067463,,
77760000,143901.8,28,30,32.849224,0.73419565,,
77760000,85496.2,32,30,30.693874,0.6624707,,
77760000,58170.6,35,30,29.179089,0.6016048,,
77760000,228948.0,28,30,35.559357,0.58403575,,
77760000,125223.6,34,30,32.670372,0.5087829,,
77760000,84482.6,38,30,30.602423,0.4473194,,
77760000,121446.2,29,30,32.50119,0.71764183,,
77760000,58077.2,35,30,29.341595,0.6011371,,
77760000,39837.4,38,30,27.746784,0.52275544,,
77760000,251633.6,28,30,35.64273,0.6517864,,
77760000,146763.4,33,30,33.091927,0.576599,,
77760000,98584.2,37,30,31.228285,0.50613046,,
77760000,99943.0,28,30,34.68082,0.47634715,,
77760000,46733.2,32,30,32.697773,0.42258078,,
77760000,29164.0,35,30,31.216042,0.38204047,,
77760000,66047.6,26,30,39.840008,0.40297398,,
77760000,31993.4,30,30,38.1656,0.31185752,,
77760000,18608.6,33,30,36.76287,0.23370747,,
77760000,214787.6,27,30,35.35519,0.59927744,,
77760000,85264.6,32,30,32.505592,0.49916708,,
77760000,38596.6,36,30,30.401585,0.4090587,,
77760000,191451.8,29,30,34.348625,0.7444038,,
77760000,102463.6,34,30,31.791655,0.6909282,,
77760000,69192.4,37,30,30.122656,0.6490889,,
77760000,80068.2,27,30,33.801903,0.7460147,,
77760000,25028.2,32,30,31.185211,0.5971121,,
77760000,15910.0,34,30,30.24543,0.51682615,,
77760000,64574.0,28,30,35.723934,0.6780607,,
77760000,36063.4,32,30,33.77753,0.62501657,,
77760000,23445.8,35,30,32.40121,0.5823461,,
77760000,139736.0,32,30,32.789276,0.7160564,,
77760000,73307.0,37,30,30.100834,0.6483999,,
77760000,47900.6,40,30,28.317083,0.59381336,,
77760000,92311.2,26,30,34.85025,0.6576479,,
77760000,44996.0,31,30,32.866093,0.5325231,,
77760000,32181.6,34,30,31.724604,0.45152563,,
77760000,26342.2,26,30,37.3933,0.42378524,,
77760000,14230.2,30,30,35.743347,0.36206055,,
77760000,7929.2,34,30,34.07452,0.29859686,,
77760000,77672.2,25,30,35.44486,0.6085907,,
77760000,41966.6,29,30,33.611935,0.5275168,,
77760000,28126.8,32,30,32.397194,0.46322575,,
77760000,342055.8,25,30,33.886826,0.7905545,,
77760000,98184.0,31,30,30.18259,0.62765694,,
77760000,52788.0,34,30,28.511227,0.51577514,,
77760000,88874.4,30,30,34.182564,0.5080041,,
77760000,58659.0,33,30,32.791412,0.44551614,,
77760000,40217.8,36,30,31.494648,0.3784642,,
77760000,1195560.2,29,30,32.2704,0.7313251,,
77760000,553405.8,34,30,29.332773,0.5960789,,
77760000,277250.6,38,30,27.266008,0.48178682,,
77760000,538871.2,30,30,34.774544,0.7221085,,
77760000,268461.6,35,30,32.234394,0.6088229,,
77760000,173357.4,38,30,30.781536,0.5389028,,
77760000,903626.0,31,30,31.21274,0.67806536,,
77760000,476091.8,35,30,28.88558,0.5738061,,
77760000,244426.4,39,30,26.900312,0.46980372,,
77760000,675124.2,33,30,29.853699,0.63801503,,
77760000,348785.6,37,30,27.745468,0.5281078,,
77760000,245918.0,39,30,26.780212,0.47292098,,
77760000,594263.2,31,30,32.039272,0.7145165,,
77760000,359071.2,34,30,30.403141,0.6276161,,
77760000,252440.8,36,30,29.352077,0.56612897,,
77760000,567394.4,30,30,34.690174,0.740485,,
77760000,250129.8,36,30,31.70069,0.60334414,,
77760000,142418.4,40,30,29.842028,0.5083205,,
62208000,81835.0,23,24,40.69993,0.3332721,,
62208000,42154.0,29,24,39.18998,0.2869918,,
62208000,29417.8,33,24,37.915073,0.24075161,,
62208000,46704.8,20,24,44.306446,0.3303876,,
62208000,17925.8,27,24,41.179943,0.26865932,,
62208000,10807.0,32,24,38.688843,0.23320565,,
62208000,28911.2,27,24,40.619534,0.39353752,,
62208000,17101.6,32,24,38.478016,0.3438484,,
62208000,10764.6,37,24,36.33623,0.2951952,,
62208000,38739.6,27,24,40.673058,0.29122204,,
62208000,22930.4,32,24,38.479412,0.25202814,,
62208000,20879.8,33,24,38.043987,0.23893957,,
62208000,43913.0,29,24,39.891193,0.3818342,,
62208000,30394.6,33,24,38.161335,0.34598792,,
62208000,23739.8,36,24,36.710163,0.31807712,,
62208000,40047.2,25,24,41.533806,0.35644388,,
62208000,24657.0,29,24,39.620422,0.3093819,,
62208000,17912.4,32,24,38.27032,0.27212387,,
62208000,65709.0,22,24,43.102654,0.3742489,,
62208000,38175.0,26,24,41.06146,0.32052708,,
62208000,26241.0,29,24,39.49506,0.29915226,,
62208000,222028.6,18,24,43.224586,0.53688776,,
62208000,91505.6,24,24,40.930325,0.4577151,,
62208000,55169.4,28,24,39.181053,0.3925164,,
62208000,57928.6,27,24,41.05753,0.26727325,,
62208000,31485.2,32,24,39.142944,0.21285568,,
62208000,22627.0,35,24,37.999897,0.18671383,,
62208000,24314.6,28,24,40.918076,0.21345879,,
62208000,14189.6,33,24,39.148922,0.17111644,,
62208000,9923.6,37,24,37.110245,0.14512329,,
62208000,16112.6,27,24,45.377995,0.14003961,,
62208000,7357.2,35,24,41.237007,0.14037469,,
62208000,5615.8,38,24,39.17892,0.12249296,,
62208000,222344.0,28,24,29.58086,0.743025,,
62208000,76694.0,34,24,26.202446,0.63518995,,
62208000,39887.2,38,24,24.041166,0.5168854,,
62208000,44505.6,34,24,25.805958,0.7821883,,
62208000,32680.6,36,24,24.441921,0.7145433,,
62208000,24313.4,38,24,23.324244,0.6396731,,
62208000,86185.8,30,24,33.98558,0.76200837,,
62208000,54000.6,34,24,32.099277,0.68929523,,
62208000,38787.6,37,24,30.742102,0.6268837,,
62208000,268552.2,24,24,37.81316,0.69556224,,
62208000,119983.6,31,24,34.393124,0.62084746,,
62208000,75028.4,35,24,32.494938,0.56455225,,
62208000,1255717.6,24,24,32.758904,0.87538046,,
62208000,668165.8,29,24,29.581219,0.7674894,,
62208000,415974.4,32,24,27.907887,0.6767657,,
62208000,427331.0,28,24,35.02605,0.6012282,,
62208000,210758.8,32,24,33.077507,0.47196707,,
62208000,121480.0,35,24,31.757597,0.38002118,,
62208000,411232.6,29,24,34.393456,0.5928533,,
62208000,200335.0,33,24,32.450268,0.46388593,,
62208000,164973.4,34,24,32.02486,0.43324393,,
62208000,281566.8,28,24,31.857733,0.7089953,,
62208000,163441.2,31,24,30.200748,0.6389065,,
62208000,91304.6,34,24,28.605406,0.5589354,,
62208000,57281.4,27,24,35.036816,0.67864823,,
62208000,33255.2,31,24,33.38423,0.58774626,,
62208000,25993.8,33,24,32.533802,0.5358376,,
62208000,36294.2,29,24,33.7062,0.65895146,,
62208000,21802.4,33,24,31.661507,0.5643552,,
62208000,19203.8,34,24,31.204773,0.53664285,,
62208000,52444.8,24,24,37.825424,0.70660645,,
62208000,24691.8,30,24,34.621597,0.5803898,,
62208000,17017.6,33,24,33.131626,0.5056079,,
62208000,222574.2,26,24,33.534435,0.76853305,,
62208000,120203.8,30,24,31.730913,0.6797115,,
62208000,68057.6,34,24,29.94016,0.5678337,,
62208000,372206.6,26,24,31.973705,0.81038165,,
62208000,192406.6,30,24,30.067314,0.70615953,,
62208000,114859.4,33,24,28.637318,0.5981603,,
62208000,383078.8,25,24,31.90899,0.81036633,,
62208000,132138.2,30,24,28.903881,0.6868242,,
62208000,64053.8,34,24,26.85452,0.56602454,,
62208000,83276.2,30,24,31.388578,0.6397355,,
62208000,47734.6,34,24,29.627384,0.5009546,,
62208000,35910.0,36,24,28.802824,0.4366228,,
62208000,57680.4,27,24,49.305664,0.6814162,,
62208000,31562.2,32,24,45.92994,0.61800754,,
62208000,17984.2,37,24,43.270947,0.5563215,,
62208000,157170.4,32,24,32.711864,0.5419487,,
62208000,94528.0,36,24,31.224295,0.42606908,,
62208000,68668.2,39,24,30.262478,0.34994623,,
62208000,103119.0,31,24,30.457968,0.58796275,,
62208000,67930.8,34,24,29.428228,0.53360915,,
62208000,46830.8,37,24,28.381971,0.4859429,,
62208000,49883.2,29,24,34.53562,0.5275114,,
62208000,30532.8,33,24,33.199806,0.42959914,,
62208000,22017.8,36,24,32.247982,0.3526447,,
77760000,251928.4,25,30,35.21848,0.72018903,,
77760000,114368.6,30,30,32.48183,0.6186249,,
77760000,70027.8,33,30,30.931322,0.5423863,,
77760000,426796.0,23,30,33.357647,0.7771422,,
77760000,184643.4,27,30,31.028366,0.65756315,,
77760000,122880.4,29,30,30.056194,0.58988464,,
77760000,44523.4,25,30,41.42812,0.4908176,,
77760000,26064.2,30,30,39.03743,0.44340402,,
77760000,17167.0,34,30,34.545853,0.40081888,,
77760000,39345.6,29,30,37.67405,0.5083606,,
77760000,22618.2,34,30,33.664394,0.4456908,,
77760000,14985.4,38,30,32.010532,0.4024278,,
77760000,62709.8,27,30,33.801857,0.62295926,,
77760000,35002.0,32,30,32.15397,0.51099455,,
77760000,27830.4,34,30,32.736908,0.489172,,
77760000,17180.4,24,30,44.20107,0.4964505,,
77760000,11157.8,28,30,41.9198,0.44341686,,
77760000,7472.6,32,30,40.127907,0.39529032,,
77760000,132660.8,29,30,36.275364,0.6327283,,
77760000,75359.4,33,30,34.222767,0.56354225,,
77760000,56886.4,35,30,33.275227,0.5211192,,
77760000,73473.6,22,30,41.786167,0.48100555,,
77760000,32489.2,28,30,38.95855,0.42999583,,
77760000,18550.8,33,30,36.64625,0.38018015,,
77760000,22442.0,25,30,42.60365,0.6335604,,
77760000,11663.0,31,30,39.90886,0.57719696,,
77760000,8012.0,35,30,38.103603,0.52882504,,
77760000,33800.6,25,30,42.37733,0.4999029,,
77760000,21024.0,30,30,40.01343,0.44318023,,
77760000,15352.0,34,30,38.084736,0.3843938,,
77760000,75716.0,28,30,36.448788,0.711929,,
77760000,44563.2,33,30,33.944454,0.6270585,,
77760000,33612.0,36,30,32.628536,0.5689787,,
77760000,61525.6,25,30,39.244614,0.64070046,,
77760000,35060.4,30,30,37.013733,0.5740794,,
77760000,23798.8,34,30,35.31674,0.51453215,,
77760000,32152.0,30,30,38.05456,0.48504537,,
77760000,16626.2,35,30,35.782616,0.41470537,,
77760000,13304.6,37,30,34.98605,0.38746688,,
77760000,101356.4,30,30,37.05961,0.5485704,,
77760000,65760.4,34,30,35.189465,0.49352834,,
77760000,48755.6,37,30,33.833088,0.44832143,,
77760000,91507.0,28,30,36.76373,0.67917675,,
77760000,59261.4,32,30,34.933464,0.63053936,,
77760000,39028.8,36,30,33.029606,0.57232255,,
62208000,59822.6,25,24,36.239407,0.61215746,,
62208000,33675.4,29,24,34.037243,0.5026997,,
62208000,19760.4,33,24,32.286842,0.41456512,,
